ratio,variables,gens II,gens I1,gens I2,CoCoALib,BDD,M2
6.12835,192,857,101,52,0.004857,2.6e-05,0.002639
6.84961,208,645,94,47,0.003986,4.1e-05,0.002001
5.44656,224,683,120,31,0.003629,2.1e-05,0.001994
5.20424,85,1322,86,80,0.005465,3.9e-05,0.00433
7.42857,102,231,44,39,0.001045,1e-05,0.000469
5.70285,119,1437,55,149,0.007132,4.2e-05,0.0056
6.51073,136,885,67,86,0.004596,3.9e-05,0.002973
8.27151,153,1046,103,84,0.007475,5.8e-05,0.003733
10.9053,170,1795,135,145,0.019499,0.0001,0.011729
10.429,187,317,57,58,0.002636,2.3e-05,0.001145
8.28808,204,847,65,108,0.00659,5.6e-05,0.003516
8.2408,221,598,56,88,0.004665,3.8e-05,0.002268
5.19799,238,798,61,68,0.004157,4e-05,0.002584
5.85897,90,3914,147,156,0.02495,0.000113,0.020908
8.70748,108,735,100,64,0.004645,4.6e-05,0.002506
4.6833,126,2605,61,200,0.012768,5.5e-05,0.012334
5.63098,144,878,48,103,0.003923,4.7e-05,0.003347
3.55952,162,2016,92,78,0.007497,8e-05,0.008324
7.48718,180,429,44,73,0.002626,2.7e-05,0.001303
8.7157,198,1108,87,111,0.009198,6.7e-05,0.004195
4.875,216,992,124,39,0.004808,1.8e-05,0.00293
6.47267,234,622,61,66,0.004091,4.5e-05,0.002095
7.84346,252,971,56,136,0.00814,2.7e-05,0.004299
12.5705,95,610,71,108,0.005182,2.8e-05,0.002847
6.43198,114,1676,77,140,0.009408,6.3e-05,0.008268
5.12679,133,1609,113,73,0.007728,5.6e-05,0.00612
8.12709,152,1495,150,81,0.01087,7.2e-05,0.007224
9.16767,171,829,100,76,0.006653,6.2e-05,0.003804
7.60718,190,1059,106,76,0.007523,6.1e-05,0.004409
5.18815,209,5905,138,222,0.055477,7.4e-05,0.039156
10.987,228,1078,84,141,0.012579,4.4e-05,0.00507
3.69475,247,4403,83,196,0.028837,9.2e-05,0.024267
9.44186,266,688,58,112,0.006872,4.2e-05,0.002659
8.02598,100,3118,143,175,0.025244,0.000107,0.019168
8.0277,120,1444,84,138,0.00969,6.6e-05,0.00806
8.72922,140,1263,105,105,0.009539,6e-05,0.005625
9.09361,160,1346,136,90,0.011442,6.5e-05,0.005173
9.99399,180,999,96,104,0.008973,4.4e-05,0.004057
9.39032,200,310,41,71,0.002441,2.3e-05,0.000974
5.59866,220,299,27,62,0.001461,9e-06,0.000834
7.21104,240,1957,112,126,0.016421,7.4e-05,0.009703
6.12957,260,1204,164,45,0.008675,2.1e-05,0.003768
4.74932,280,9143,251,173,0.107244,0.000217,0.06362
6.0949,105,1528,139,67,0.007944,4.4e-05,0.004452
8.41189,126,908,114,67,0.00594,3.2e-05,0.003182
11.5749,147,1275,94,157,0.012939,5.7e-05,0.006055
5.86232,168,1351,88,90,0.007578,5.5e-05,0.005097
5.74879,189,1656,85,112,0.009782,8.8e-05,0.007074
5.39914,210,2330,85,148,0.015503,7.4e-05,0.011859
6.16667,231,1428,74,119,0.009683,5.4e-05,0.005774
5.73333,252,3180,172,106,0.025503,0.000134,0.014664
4.99363,273,4080,122,167,0.033958,0.000138,0.024293
7.22737,294,1403,156,65,0.012822,4.9e-05,0.005311
6.84262,110,2459,179,94,0.016785,5.6e-05,0.009156
14.6891,132,685,86,117,0.00791,4.9e-05,0.00297
4.7681,154,3273,102,153,0.018001,9.9e-05,0.017448
5.88535,176,1099,66,98,0.005893,5.9e-05,0.003307
6.63468,198,1563,85,122,0.010627,5.2e-05,0.006798
6.46912,220,1797,75,155,0.013002,6.7e-05,0.010408
6.63941,242,1223,58,140,0.008923,5.9e-05,0.005202
7.13208,264,1590,126,90,0.013903,9.2e-05,0.006507
13.9532,286,1196,149,112,0.020521,6.8e-05,0.006619
3.42724,308,9339,141,227,0.089229,0.000226,0.06645
18.4873,115,2319,233,184,0.040058,0.000132,0.016053
10.1147,138,2180,98,225,0.022213,7.6e-05,0.013263
6.47224,161,8718,185,305,0.108981,0.000332,0.084783
14.1737,184,1842,214,122,0.027262,0.000169,0.012945
9.06375,207,1004,100,91,0.008796,6.9e-05,0.004211
8.24437,230,577,71,67,0.004516,3.3e-05,0.001902
15.4644,253,3045,217,217,0.059879,0.000172,0.026551
10.2749,276,2674,157,175,0.039011,0.000215,0.019039
6.17667,299,2649,101,162,0.023364,0.000118,0.013082
7.02481,322,927,74,88,0.007889,4.4e-05,0.003637
12.4029,120,886,111,99,0.008275,4.2e-05,0.003296
10.7304,144,2741,172,171,0.030302,0.000126,0.019646
8.22975,168,4074,254,132,0.042264,0.000155,0.02842
14.3607,192,3538,232,219,0.065613,0.000185,0.03065
6.21951,216,1886,51,230,0.013255,3.4e-05,0.008538
9.70014,240,2828,127,216,0.035111,0.000239,0.016416
7.6308,264,2221,76,223,0.0239,7.4e-05,0.013921
10.9678,288,1708,131,143,0.025515,8.9e-05,0.012894
10.9115,312,5716,297,210,0.123989,0.000249,0.066508
13.2331,336,785,106,98,0.012383,5.7e-05,0.003739
14.9609,125,1380,111,186,0.017617,0.000108,0.007507
7.91497,150,5633,185,241,0.062587,0.00024,0.042319
10.9256,175,1505,189,87,0.016444,5.3e-05,0.00596
5.08374,200,12599,183,350,0.176721,0.000297,0.126389
11.892,225,3696,161,273,0.061546,0.00019,0.029941
6.47596,250,2454,116,137,0.020986,7.2e-05,0.012629
5.74866,275,4488,100,258,0.045366,0.000118,0.028112
6.71282,300,2340,204,77,0.022085,0.000113,0.011461
8.67311,325,4656,122,331,0.073913,0.000163,0.045572
2.80921,350,12328,444,78,0.112082,0.000108,0.070042
11.4845,130,4217,145,334,0.059886,0.000142,0.035282
11.4523,156,4393,234,215,0.062488,0.000281,0.037978
5.35952,182,8581,219,210,0.0947,0.000288,0.054899
10.5991,208,7870,249,335,0.150911,0.000508,0.100585
6.19459,234,3880,209,115,0.033684,0.000115,0.018122
7.47049,260,1711,83,154,0.016214,6.2e-05,0.007875
6.06657,286,9554,184,315,0.147789,0.000374,0.092787
7.60339,312,8681,307,215,0.158294,0.00031,0.077171
10.5646,338,3032,182,176,0.053553,0.000164,0.022542
10.6934,364,4381,256,183,0.07877,0.000257,0.030069
10.7278,135,3141,162,208,0.036989,0.000121,0.02546
19.3562,162,1659,223,144,0.031093,0.000121,0.01031
8.97411,189,2086,117,160,0.020842,0.00015,0.008439
7.30756,216,4708,183,188,0.050383,0.000247,0.028906
8.83138,243,10260,410,221,0.215113,0.000565,0.112317
9.22543,270,2422,196,114,0.031251,0.000197,0.01519
7.47147,297,10690,326,245,0.224547,0.000368,0.101353
7.87622,324,5623,256,173,0.084343,0.000393,0.035475
5.38406,351,14659,385,205,0.248697,0.000544,0.128611
13.2553,378,3185,202,209,0.068471,0.000187,0.027055
9.08955,140,7571,339,203,0.118777,0.000343,0.068699
7.55122,168,7810,337,175,0.101776,0.00044,0.053384
8.42184,196,2143,188,96,0.02016,6.8e-05,0.0117
11.2337,224,3518,160,247,0.05182,0.000235,0.026556
7.67368,252,15408,334,354,0.36677,0.000581,0.17186
20.058,280,1414,174,163,0.037949,7e-05,0.007993
9.89045,308,3195,200,158,0.049863,0.000194,0.020344
4.20092,336,10188,337,127,0.127125,0.000193,0.071786
5.22827,364,10194,223,239,0.128166,0.000359,0.092548
9.81108,392,2382,246,95,0.041166,9.1e-05,0.012297
5.31439,145,6651,411,86,0.066683,0.000114,0.034615
11.1771,174,12157,430,316,0.35287,0.000446,0.171818
7.76715,203,4913,212,180,0.062259,0.000228,0.030855
13.2077,232,5195,338,203,0.105586,0.000237,0.058643
9.21516,261,6651,270,227,0.122576,0.000278,0.059381
18.6671,290,6617,320,386,0.249951,0.000356,0.118338
16.3261,319,6581,423,254,0.230949,0.000298,0.071789
8.60721,348,6324,243,224,0.122698,0.000301,0.043914
8.87586,377,8442,295,254,0.185057,0.000529,0.10237
8.63172,406,7049,215,283,0.150679,0.000376,0.066115
5.26316,50,95,20,25,0.000174,6e-06,0.000206
9.42149,60,121,30,38,0.000409,1e-05,0.000403
5.15464,70,97,20,25,0.000267,8e-06,0.000231
4.47239,80,163,27,27,0.000416,9e-06,0.000444
5.1028,90,214,42,26,0.000665,6e-06,0.000471
4.45902,100,122,34,16,0.000319,1.2e-05,0.000288
4.86047,110,86,19,22,0.000251,1e-05,0.000256
3.66667,120,144,22,24,0.000336,8e-06,0.000389
3.78378,130,111,20,21,0.00028,9e-06,0.000283
5.57143,140,224,39,32,0.000872,1.5e-05,0.000651
6.00852,55,352,47,45,0.000908,1.3e-05,0.000987
4.68619,66,239,35,32,0.000651,1e-05,0.000657
5.7863,77,365,32,66,0.001253,2e-05,0.001086
5.9381,88,210,43,29,0.000698,1.3e-05,0.000572
5.20755,99,212,23,48,0.000652,1.1e-05,0.000573
5.5,110,168,21,44,0.000564,1.1e-05,0.000461
4.2,121,145,21,29,0.000394,7e-06,0.00033
5.40698,132,86,31,15,0.000297,6e-06,0.000223
7.99134,143,231,26,71,0.001267,1.2e-05,0.000756
7.51163,154,43,17,19,0.000209,7e-06,0.000157
5.78808,60,302,46,38,0.0007,1.8e-05,0.000715
7.56322,72,174,28,47,0.000707,1.5e-05,0.00056
4.61451,84,882,74,55,0.002774,3.4e-05,0.002474
5.4,96,155,27,31,0.000517,1.2e-05,0.000339
4.85409,108,281,44,31,0.000874,2.1e-05,0.00075
4.89914,120,347,34,50,0.001146,1.6e-05,0.000765
3.37643,132,263,24,37,0.000624,1.3e-05,0.000551
7.37942,144,311,51,45,0.001662,1.8e-05,0.000968
5.09589,156,511,62,42,0.00201,3.1e-05,0.001514
6.07107,168,197,46,26,0.000868,1.5e-05,0.00052
7.66197,65,213,32,51,0.000843,1.4e-05,0.000552
8.79679,78,187,35,47,0.000917,9e-06,0.000537
5.49107,91,224,41,30,0.000735,1.6e-05,0.000526
5,104,222,30,37,0.000671,1e-05,0.000575
4.81553,117,309,24,62,0.00101,1.2e-05,0.000744
5.51642,130,335,22,84,0.001341,1.4e-05,0.00116
6.83399,143,506,91,38,0.002542,2.7e-05,0.00179
5.56522,156,207,48,24,0.000833,1.2e-05,0.000515
3.50769,169,390,36,38,0.001109,2e-05,0.000978
4.2623,182,183,20,39,0.000603,6e-06,0.000422
7.80992,70,242,42,45,0.001031,1.2e-05,0.000732
8.16691,84,695,86,66,0.003815,2.8e-05,0.002669
9.93349,98,842,102,82,0.005964,4.8e-05,0.003617
5.85377,112,636,73,51,0.00264,3.1e-05,0.002179
5.84715,126,386,37,61,0.001562,2.2e-05,0.001087
4.63725,140,306,33,43,0.001039,1.2e-05,0.000655
6.39087,154,1709,127,86,0.010474,8.1e-05,0.008322
7.47887,168,568,59,72,0.003453,3.6e-05,0.002249
4.6143,182,993,58,79,0.004335,3.5e-05,0.003837
5.07461,196,1099,33,169,0.00574,3.1e-05,0.004473
6.13636,75,462,63,45,0.001746,2.1e-05,0.00111
6.63048,90,525,59,59,0.002272,3.5e-05,0.001655
3.91899,105,790,72,43,0.002277,1.8e-05,0.002103
6.03352,120,537,36,90,0.002295,2.4e-05,0.001796
8.92779,135,457,68,60,0.002965,2.8e-05,0.001555
4.16177,150,2145,113,79,0.009223,7.2e-05,0.008198
6.30597,165,402,65,39,0.002014,1.4e-05,0.001125
7.94649,180,299,66,36,0.001852,2.2e-05,0.000793
5.05576,195,538,68,40,0.002462,3.5e-05,0.00164
2.54308,210,650,87,19,0.001644,1.6e-05,0.001777
8.63212,80,386,68,49,0.002008,2.6e-05,0.000973
6.22146,96,438,109,25,0.001785,1.3e-05,0.001002
7.90402,112,646,69,74,0.003545,3.5e-05,0.001853
6.29892,128,833,99,53,0.004043,2.7e-05,0.002555
7.5045,144,666,98,51,0.003925,3.2e-05,0.002079
9.00416,160,481,61,71,0.003342,3.1e-05,0.001883
5.89013,176,719,77,55,0.003845,2.9e-05,0.00228
8.40529,192,454,53,72,0.003137,2.7e-05,0.00179
6.66839,208,1161,79,98,0.007903,5.4e-05,0.005384
4.6911,224,955,40,112,0.004565,2.5e-05,0.003573
12.8489,85,834,94,114,0.006992,5.1e-05,0.00432
9.56332,102,687,73,90,0.004473,4.6e-05,0.002637
10.9953,119,1272,111,126,0.011193,5e-05,0.006988
7.74278,136,1524,200,59,0.010421,3.5e-05,0.005662
9.63471,153,1763,114,149,0.016728,6.9e-05,0.012252
8.20755,170,742,58,105,0.005159,3.5e-05,0.002584
4.85294,187,442,39,55,0.001784,2.3e-05,0.001184
7.11765,204,629,121,37,0.004035,2.2e-05,0.001894
9.48718,221,273,37,70,0.00223,2.3e-05,0.000944
4.9033,238,1272,77,81,0.007039,4.1e-05,0.004975
9.27558,90,606,77,73,0.003694,3.4e-05,0.002161
9.06658,108,781,73,97,0.005062,3.7e-05,0.002592
10.8068,126,533,40,144,0.004132,3.5e-05,0.002203
10.008,144,622,75,83,0.004745,3.1e-05,0.002625
9.71302,162,1359,80,165,0.01216,9.3e-05,0.008165
8.59649,180,342,70,42,0.002307,3e-05,0.00097
3.65094,198,2650,129,75,0.012198,5.8e-05,0.009913
6.10695,216,3422,129,162,0.029087,0.00011,0.022554
4.49279,234,901,46,88,0.004248,3.3e-05,0.003424
3.52285,252,2035,67,107,0.009008,8.2e-05,0.008844
7.02261,95,796,86,65,0.003961,2.6e-05,0.002845
7.2973,114,1036,72,105,0.005928,4.5e-05,0.004113
8.50698,133,931,99,80,0.006243,6.9e-05,0.003557
6.39945,152,1457,63,148,0.008849,4.4e-05,0.005386
4.12042,171,1636,107,63,0.0069,4.7e-05,0.006039
3.54313,190,2423,101,85,0.010707,9.9e-05,0.011126
5.56733,209,1255,51,137,0.007045,6.1e-05,0.006461
8.51301,228,3037,139,186,0.033677,0.00025,0.02087
4.36748,247,615,79,34,0.002791,2.6e-05,0.001844
8.3824,266,1739,129,113,0.018545,0.000113,0.010726
4.21284,100,2725,56,205,0.012059,5.8e-05,0.011501
7.06736,120,579,62,66,0.002904,2.1e-05,0.001877
13.535,140,1071,96,151,0.012169,7.1e-05,0.005662
6.27907,160,1204,60,126,0.006973,4.2e-05,0.004656
7.54095,180,2503,151,125,0.02151,9.3e-05,0.012583
7.40178,200,2703,117,171,0.022767,0.00024,0.015122
3.90106,220,5660,115,192,0.043071,0.000106,0.03458
8.26531,240,1078,110,81,0.009385,5e-05,0.003829
6.45986,260,5132,148,224,0.05842,0.000236,0.039659
6.36558,280,2202,131,107,0.019354,0.000106,0.011248
7.78785,105,2470,229,84,0.019332,7.5e-05,0.011526
14.9954,126,653,102,96,0.007336,3.6e-05,0.002934
7.48673,147,2486,132,141,0.018894,0.000121,0.012244
6.70582,168,5653,234,162,0.056421,0.000195,0.03414
6.58597,189,1326,123,71,0.008774,3.3e-05,0.004761
8.80362,210,2872,147,172,0.030079,0.000155,0.020651
6.62605,231,2503,107,155,0.020959,9.3e-05,0.014624
5.48413,252,2489,175,78,0.017863,6.1e-05,0.011035
5.22968,273,4798,164,153,0.045467,0.000248,0.027137
8.44444,294,972,76,108,0.009737,2.7e-05,0.004512
9.78462,110,975,106,90,0.007157,4.4e-05,0.003338
13.8668,132,1321,142,129,0.01519,9.7e-05,0.007636
9.0175,154,2629,151,157,0.025053,0.000149,0.014253
9.00488,176,1230,156,71,0.010869,6.1e-05,0.004323
8.25737,198,2510,86,241,0.024127,0.000128,0.013805
7.2644,220,764,111,50,0.005389,3e-05,0.002498
9.19585,242,1639,157,96,0.01774,7.8e-05,0.010624
9.22909,264,1375,90,141,0.015146,7e-05,0.006777
4.21879,286,3565,188,80,0.024217,0.00015,0.021132
11.3981,308,1138,109,119,0.015619,9.7e-05,0.00499
6.25787,115,5561,348,100,0.047299,0.000205,0.032712
5.77369,138,4401,210,121,0.03308,0.000172,0.020219
9.37015,161,1340,146,86,0.011998,5.9e-05,0.004364
10.6649,184,2692,165,174,0.034974,0.000105,0.020383
5.09163,207,17266,222,396,0.305642,0.000449,0.196583
11.0968,230,1116,129,96,0.012958,6.9e-05,0.005276
6.63582,253,8861,240,245,0.126759,0.000425,0.084051
8.36682,276,1573,123,107,0.017657,7.5e-05,0.008972
7.98749,299,2557,111,184,0.029851,0.000123,0.014071
6.12898,322,2574,136,116,0.023256,7.9e-05,0.0133
13.2703,120,2645,150,234,0.035104,0.000168,0.017823
7.98742,144,3021,127,190,0.02618,0.000111,0.019737
9.77787,168,2521,145,170,0.02929,8.3e-05,0.013664
7.33129,192,2943,116,186,0.025064,0.000158,0.016293
6.72661,216,2736,214,86,0.022622,9e-05,0.013881
9.15475,240,1454,153,87,0.014815,3.9e-05,0.006331
5.96,264,3500,140,149,0.032126,0.000123,0.02179
11.0456,288,2674,208,142,0.043891,0.000124,0.051491
7.82484,312,2375,184,101,0.028497,9.3e-05,0.012658
11.1709,336,2609,145,201,0.04623,0.000208,0.017843
8.03973,125,2668,150,143,0.021495,0.000103,0.016227
9.56211,150,2238,214,100,0.022565,6.9e-05,0.011162
12.845,175,2097,182,148,0.028057,0.000149,0.01545
7.3431,200,1434,45,234,0.010736,3.2e-05,0.007611
8.22976,225,9932,342,239,0.186587,0.00019,0.091391
10.3772,250,1527,139,114,0.017802,9.5e-05,0.007964
9.30116,275,3626,154,219,0.053881,0.000251,0.025292
11.544,300,2693,134,232,0.046896,0.000174,0.018022
16.4722,325,2321,162,236,0.058404,0.000142,0.016147
6.25415,350,6870,279,154,0.104414,9.8e-05,0.04484
8.71952,130,5430,419,113,0.071145,0.000154,0.034804
9.044,156,2341,158,134,0.021403,0.000133,0.012088
6.59173,182,5587,341,108,0.059025,0.000127,0.033932
16.3118,208,2075,187,181,0.03978,0.00015,0.015961
9.16087,234,1523,128,109,0.015609,8.3e-05,0.007395
7.40909,260,3454,163,157,0.040795,0.000166,0.024676
11.9388,286,1488,95,187,0.022558,7.3e-05,0.007947
6.66831,312,18677,448,278,0.462112,0.000838,0.237222
8.82056,338,7607,318,211,0.154051,0.000243,0.07734
3.89094,364,4603,199,90,0.033451,0.000218,0.023471
11.7084,135,1245,129,113,0.012597,4.8e-05,0.006757
4.0596,162,20906,369,230,0.344897,0.000664,0.208684
13.6542,189,2918,233,171,0.049704,0.000183,0.020351
9.93192,216,2791,126,220,0.038244,0.000169,0.021278
12.1158,243,1796,80,272,0.025761,0.000123,0.009524
10.061,270,2788,165,170,0.043619,0.000124,0.02279
6.12318,297,13298,331,246,0.24706,0.000557,0.16511
9.56413,324,4015,192,200,0.064512,0.000354,0.031569
9.78637,351,1863,106,172,0.027012,0.000115,0.012165
6.87568,378,2035,88,159,0.019812,6.3e-05,0.010981
9.17078,140,4462,330,124,0.052116,0.000137,0.022241
12.7262,168,3703,145,325,0.057002,0.000317,0.025095
13.4718,196,2234,152,198,0.036598,0.000135,0.015635
11.1994,224,2016,159,142,0.027101,0.000146,0.01084
10.2257,252,5145,213,247,0.090746,0.000201,0.045069
9.26504,280,5916,193,284,0.103028,0.000515,0.047116
15.4269,308,2743,149,284,0.06734,0.000139,0.024587
9.65347,336,2424,120,195,0.035604,0.000139,0.01496
14.0486,364,1091,117,131,0.018934,0.0001,0.006158
16.1798,392,2314,195,192,0.067209,0.000138,0.018699
15.9106,145,4964,359,220,0.111134,0.000298,0.045588
14.0544,174,2096,143,206,0.032521,0.000148,0.015412
6.55064,203,6418,231,182,0.077078,0.000289,0.041466
9.61409,232,3918,172,219,0.058064,0.000342,0.028486
7.56939,261,7134,150,360,0.117063,0.000436,0.056655
14.5542,290,9325,341,398,0.315233,0.000345,0.137651
8.47689,319,9067,252,305,0.186223,0.000513,0.08629
9.3845,348,6749,203,312,0.136378,0.000224,0.063394
7.24274,377,8536,336,184,0.15001,0.000547,0.072392
5.39313,406,7163,163,237,0.100091,0.00021,0.058131
